legend,step,pwr
Minimum,1248,74.48
Minimum,1249,74.46
Minimum,1250,74.92
Minimum,1251,74.28
Minimum,1252,75.84
Minimum,1253,75.05
Minimum,1254,73.61
Minimum,1255,75.46
Minimum,1256,75.26
Minimum,1257,74.24
Minimum,1258,74.07
Minimum,1259,75.49
Minimum,1260,74.62
Minimum,1261,74.87
Minimum,1262,74.64
Minimum,1263,74.9
Minimum,1264,75.09
Minimum,1265,74.58
Minimum,1266,74.73
Minimum,1267,74.3
Minimum,1268,74.72
Minimum,1269,77.44
Minimum,1270,74.44
Minimum,1271,74.24
Minimum,1272,74.54
Minimum,1273,75.06
Minimum,1274,74.73
Minimum,1275,73.81
Minimum,1276,75.4
Minimum,1277,74.81
Minimum,1278,74.35
Minimum,1279,76.15
Minimum,1280,74.69
Minimum,1281,74.03
Minimum,1282,75.52
Minimum,1283,74.43
Minimum,1284,74.2
Minimum,1285,75.28
Minimum,1286,74.39
Minimum,1287,75.31
Minimum,1288,74.64
Minimum,1289,74.33
Minimum,1290,75.04
Minimum,1291,74.61
Minimum,1292,73.75
Minimum,1293,75.48
Minimum,1294,73.46
Minimum,1295,75.2
Minimum,1296,75.66
Minimum,1297,74.41
Minimum,1298,74.7
Minimum,1299,75.41
Minimum,1300,74.3
Minimum,1301,75.14
Minimum,1302,73.72
Minimum,1303,74.74
Minimum,1304,76.24
Minimum,1305,74.3
Minimum,1306,74.33
Minimum,1307,74.69
Minimum,1308,76.49
Minimum,1309,73.72
Minimum,1310,75.29
Minimum,1311,74.39
Minimum,1312,74.88
Minimum,1313,74.11
Minimum,1314,75.99
Minimum,1315,74.41
Minimum,1316,74.59
Minimum,1317,74.91
Minimum,1318,75.36
Minimum,1319,75.07
Minimum,1320,75.01
Minimum,1321,74.4
Minimum,1322,75.34
Minimum,1323,74.41
Minimum,1324,74.85
Minimum,1325,74.64
Minimum,1326,74.82
Minimum,1327,73.95
Minimum,1328,75.77
Minimum,1329,75.42
Minimum,1330,73.49
Minimum,1331,75.0
Minimum,1332,75.06
Minimum,1333,75.14
Minimum,1334,73.81
Minimum,1335,75.24
Minimum,1336,75.59
Minimum,1337,74.84
Minimum,1338,74.52
Minimum,1339,75.53
Minimum,1340,74.76
Minimum,1341,74.1
Minimum,1342,74.78
Minimum,1343,74.49
Minimum,1344,74.33
Minimum,1345,75.26
Minimum,1346,74.01
Minimum,1347,77.12
Minimum,1348,74.29
Minimum,1349,74.11
Minimum,1350,75.76
Minimum,1351,74.23
Minimum,1352,74.8
Minimum,1353,75.03
Minimum,1354,74.65
Minimum,1355,74.85
Minimum,1356,74.18
Minimum,1357,76.02
Minimum,1358,73.59
Minimum,1359,76.13
Minimum,1360,74.58
Minimum,1361,74.51
Minimum,1362,74.57
Minimum,1363,75.37
Minimum,1364,74.9
Minimum,1365,73.44
Minimum,1366,76.09
Minimum,1367,74.76
Minimum,1368,74.43
Minimum,1369,74.41
Minimum,1370,75.06
Minimum,1371,75.2
Minimum,1372,74.21
Minimum,1373,74.48
Minimum,1374,74.51
Minimum,1375,75.62
Minimum,1376,74.57
Minimum,1377,74.3
Minimum,1378,75.08
Minimum,1379,73.52
Minimum,1380,76.41
Minimum,1381,74.12
Minimum,1382,74.44
Minimum,1383,75.23
Minimum,1384,74.6
Minimum,1385,74.41
Minimum,1386,76.56
Minimum,1387,75.1
Minimum,1388,74.2
Minimum,1389,74.96
Minimum,1390,75.17
Minimum,1391,75.22
Minimum,1392,74.49
Minimum,1393,74.01
Minimum,1394,75.01
Minimum,1395,74.3
Minimum,1396,76.57
Minimum,1397,74.64
Minimum,1398,74.67
Minimum,1399,75.23
Minimum,1400,74.56
Minimum,1401,74.91
Minimum,1402,75.05
Minimum,1403,74.8
Minimum,1404,74.45
Minimum,1405,74.87
Minimum,1406,75.25
Minimum,1407,74.15
Minimum,1408,75.38
Minimum,1409,74.77
Minimum,1410,73.82
Minimum,1411,75.67
Minimum,1412,74.9
Minimum,1413,74.03
Minimum,1414,74.77
Minimum,1415,75.15
Minimum,1416,73.98
Minimum,1417,75.24
Minimum,1418,74.3
Minimum,1419,74.36
Minimum,1420,75.74
Minimum,1421,74.88
Minimum,1422,74.74
Minimum,1423,74.61
Minimum,1424,74.82
Minimum,1425,77.95
Minimum,1426,74.69
Minimum,1427,74.62
Minimum,1428,74.64
Minimum,1429,75.58
Minimum,1430,73.96
Minimum,1431,74.93
Minimum,1432,75.31
Minimum,1433,74.41
Minimum,1434,74.98
Minimum,1435,76.82
Minimum,1436,74.49
Minimum,1437,74.42
Minimum,1438,76.07
Minimum,1439,73.4
Minimum,1440,75.09
Minimum,1441,75.33
Minimum,1442,73.89
Minimum,1443,75.03
Minimum,1444,75.3
Minimum,1445,74.91
Minimum,1446,74.75
Minimum,1447,74.68
Minimum,1448,74.99
Minimum,1449,74.54
Minimum,1450,74.96
Minimum,1451,74.41
Minimum,1452,74.56
Minimum,1453,75.39
Minimum,1454,74.87
Minimum,1455,73.8
Minimum,1456,75.89
Minimum,1457,74.18
Minimum,1458,75.58
Minimum,1459,73.81
Minimum,1460,74.54
Minimum,1461,75.33
Minimum,1462,75.08
Minimum,1463,74.33
Minimum,1464,79.16
Minimum,1465,75.27
Minimum,1466,74.37
Minimum,1467,74.19
Minimum,1468,75.27
Minimum,1469,74.09
Minimum,1470,74.47
Minimum,1471,75.18
Minimum,1472,74.69
Minimum,1473,74.84
Minimum,1474,77.56
Minimum,1475,74.51
Minimum,1476,74.71
Minimum,1477,74.76
Minimum,1478,74.48
Minimum,1479,75.12
Minimum,1480,73.94
Minimum,1481,75.41
Minimum,1482,74.99
Minimum,1483,74.66
Minimum,1484,74.54
Minimum,1485,75.14
Minimum,1486,74.34
Minimum,1487,75.12
Minimum,1488,73.24
Minimum,1489,75.17
Minimum,1490,75.11
Minimum,1491,74.28
Minimum,1492,75.19
Minimum,1493,74.73
Minimum,1494,73.97
Minimum,1495,75.33
Minimum,1496,74.54
Minimum,1497,75.26
Minimum,1498,74.76
Minimum,1499,73.7
Minimum,1500,75.47
Minimum,1501,74.27
Minimum,1502,75.98
Minimum,1503,77.54
Minimum,1504,74.44
Minimum,1505,74.17
Minimum,1506,75.47
Minimum,1507,74.99
Minimum,1508,74.7
Minimum,1509,75.08
Minimum,1510,73.77
Minimum,1511,74.61
Minimum,1512,76.15
Minimum,1513,75.74
Minimum,1514,74.81
Minimum,1515,73.33
Minimum,1516,75.57
Minimum,1517,75.66
Minimum,1518,74.65
Minimum,1519,73.8
Minimum,1520,75.27
Minimum,1521,74.59
Minimum,1522,73.59
Minimum,1523,76.06
Minimum,1524,73.85
Minimum,1525,75.29
Minimum,1526,75.17
Minimum,1527,74.46
Minimum,1528,74.72
Minimum,1529,74.94
Minimum,1530,74.67
Minimum,1531,74.29
Minimum,1532,74.45
Minimum,1533,74.5
Minimum,1534,74.51
Minimum,1535,75.37
Minimum,1536,75.65
Minimum,1537,74.41
Minimum,1538,73.79
Minimum,1539,76.2
Minimum,1540,73.69
Minimum,1541,75.47
Minimum,1542,75.66
Minimum,1543,75.0
Minimum,1544,74.36
Minimum,1545,74.92
Minimum,1546,75.08
Minimum,1547,74.4
Minimum,1548,74.56
Minimum,1549,75.19
Minimum,1550,74.71
Minimum,1551,74.44
Minimum,1552,76.71
Minimum,1553,74.45
Minimum,1554,75.58
Minimum,1555,74.74
Minimum,1556,74.94
Minimum,1557,74.35
Minimum,1558,74.48
Minimum,1559,74.7
Minimum,1560,74.25
Minimum,1561,75.55
Minimum,1562,74.56
Minimum,1563,74.88
Minimum,1564,74.91
Minimum,1565,74.25
Minimum,1566,75.08
Minimum,1567,75.07
Minimum,1568,74.97
Minimum,1569,75.6
Minimum,1570,74.48
Minimum,1571,74.01
Minimum,1572,75.57
Minimum,1573,74.49
Minimum,1574,73.78
Minimum,1575,75.41
Minimum,1576,74.48
Minimum,1577,75.41
Minimum,1578,74.69
Minimum,1579,74.18
Minimum,1580,75.26
Minimum,1581,76.45
Minimum,1582,74.83
Minimum,1583,74.31
Minimum,1584,74.67
Minimum,1585,74.39
Minimum,1586,75.48
Minimum,1587,74.59
Minimum,1588,74.31
Minimum,1589,75.43
Minimum,1590,73.9
Minimum,1591,77.13
Minimum,1592,76.59
Minimum,1593,74.84
Minimum,1594,74.16
Minimum,1595,75.42
Minimum,1596,75.57
Minimum,1597,73.73
Minimum,1598,74.52
Minimum,1599,75.47
Minimum,1600,75.09
Minimum,1601,74.7
Minimum,1602,74.43
Minimum,1603,74.95
Minimum,1604,74.77
Minimum,1605,74.14
Minimum,1606,75.49
Minimum,1607,73.73
Minimum,1608,75.63
Minimum,1609,75.1
Minimum,1610,74.35
Minimum,1611,74.4
Minimum,1612,74.33
Minimum,1613,75.61
Minimum,1614,74.15
Minimum,1615,74.69
Minimum,1616,75.49
Minimum,1617,74.72
Minimum,1618,73.2
Minimum,1619,75.86
Minimum,1620,78.96
Minimum,1621,74.63
Minimum,1622,74.4
Minimum,1623,74.15
Minimum,1624,75.84
Minimum,1625,73.55
Minimum,1626,75.37
Minimum,1627,74.46
Minimum,1628,75.27
Minimum,1629,74.37
Minimum,1630,77.46
Minimum,1631,75.1
Minimum,1632,75.08
Minimum,1633,73.75
Minimum,1634,74.67
Minimum,1635,75.41
Minimum,1636,75.68
Minimum,1637,74.62
Minimum,1638,74.54
Minimum,1639,74.74
Minimum,1640,74.68
Minimum,1641,74.39
Minimum,1642,74.55
Minimum,1643,75.88
Minimum,1644,74.41
Minimum,1645,75.04
Minimum,1646,74.6
Minimum,1647,75.05
Minimum,1648,73.8
Minimum,1649,75.63
Minimum,1650,74.64
Minimum,1651,74.84
Minimum,1652,73.71
Minimum,1653,75.92
Minimum,1654,74.13
Minimum,1655,75.58
Minimum,1656,74.93
Minimum,1657,75.13
Minimum,1658,73.9
Minimum,1659,77.02
Minimum,1660,75.32
Minimum,1661,74.05
Minimum,1662,75.55
Minimum,1663,74.84
Minimum,1664,74.47
Minimum,1665,74.66
Minimum,1666,74.89
Minimum,1667,74.91
Minimum,1668,75.07
Minimum,1669,75.76
Minimum,1670,74.68
Minimum,1671,75.23
Minimum,1672,74.78
Minimum,1673,73.95
Minimum,1674,74.76
Minimum,1675,75.64
Minimum,1676,74.67
Minimum,1677,74.3
Minimum,1678,75.02
Minimum,1679,74.71
Minimum,1680,75.35
Minimum,1681,74.92
Minimum,1682,73.95
Minimum,1683,74.95
Minimum,1684,75.13
Minimum,1685,74.23
Minimum,1686,75.59
Minimum,1687,74.47
Minimum,1688,75.2
Minimum,1689,74.75
Minimum,1690,73.7
Minimum,1691,75.21
Minimum,1692,74.21
Minimum,1693,75.38
Minimum,1694,74.49
Minimum,1695,75.43
Minimum,1696,74.19
Minimum,1697,74.61
Minimum,1698,77.32
Minimum,1699,73.96
Minimum,1700,74.44
Minimum,1701,75.86
Minimum,1702,74.41
Minimum,1703,74.98
Minimum,1704,75.14
Minimum,1705,73.72
Minimum,1706,75.79
Minimum,1707,74.63
Minimum,1708,76.09
Minimum,1709,74.51
Minimum,1710,75.23
Minimum,1711,73.5
Minimum,1712,75.6
Minimum,1713,74.51
Minimum,1714,75.9
Minimum,1715,74.56
Minimum,1716,73.69
Minimum,1717,76.47
Minimum,1718,74.72
Minimum,1719,74.05
Minimum,1720,75.0
Minimum,1721,74.79
Minimum,1722,75.22
Minimum,1723,74.93
Minimum,1724,74.69
Minimum,1725,74.78
Minimum,1726,74.5
Minimum,1727,75.03
Minimum,1728,74.67
Minimum,1729,75.19
Minimum,1730,74.32
Minimum,1731,74.62
Minimum,1732,75.26
Minimum,1733,73.82
Minimum,1734,75.82
Minimum,1735,74.09
Minimum,1736,74.7
Minimum,1737,76.5
Minimum,1738,75.39
Minimum,1739,73.8
Minimum,1740,75.48
Minimum,1741,75.17
Minimum,1742,73.64
Minimum,1743,75.62
Minimum,1744,73.67
Minimum,1745,76.02
Minimum,1746,73.8
Minimum,1747,76.7
Minimum,1748,74.01
Minimum,1749,74.88
Minimum,1750,74.4
Minimum,1751,74.89
Minimum,1752,75.4
Minimum,1753,74.82
Minimum,1754,75.18
Minimum,1755,74.18
Minimum,1756,74.76
Minimum,1757,75.61
Minimum,1758,74.39
Minimum,1759,73.73
Minimum,1760,75.71
Minimum,1761,75.28
Minimum,1762,74.64
Minimum,1763,74.73
Minimum,1764,74.7
Minimum,1765,74.42
Minimum,1766,75.3
Minimum,1767,74.51
Minimum,1768,74.76
Minimum,1769,75.47
Minimum,1770,74.52
Minimum,1771,74.48
Minimum,1772,75.2
Minimum,1773,74.73
Minimum,1774,74.28
Minimum,1775,75.13
Minimum,1776,77.06
Minimum,1777,75.25
Minimum,1778,74.04
Minimum,1779,75.21
Minimum,1780,75.21
Minimum,1781,74.41
Minimum,1782,73.89
Minimum,1783,75.42
Minimum,1784,74.77
Minimum,1785,75.05
Minimum,1786,74.8
Minimum,1787,75.28
Minimum,1788,75.87
Minimum,1789,74.66
Minimum,1790,74.54
Minimum,1791,75.35
Minimum,1792,74.62
Minimum,1793,74.74
Minimum,1794,75.2
Minimum,1795,74.31
Minimum,1796,75.45
Minimum,1797,74.48
Minimum,1798,74.39
Minimum,1799,75.58
Minimum,1800,74.31
Minimum,1801,74.46
Minimum,1802,75.47
Minimum,1803,75.25
Minimum,1804,73.71
Minimum,1805,76.06
Minimum,1806,74.56
Minimum,1807,74.8
Minimum,1808,75.16
Minimum,1809,73.72
Minimum,1810,75.29
Minimum,1811,74.99
Minimum,1812,74.65
Minimum,1813,74.54
Minimum,1814,74.38
Minimum,1815,77.11
Minimum,1816,74.31
Minimum,1817,74.98
Minimum,1818,74.55
Minimum,1819,74.93
Minimum,1820,74.69
Minimum,1821,75.13
Minimum,1822,74.34
Minimum,1823,75.27
Minimum,1824,74.25
Minimum,1825,76.76
Minimum,1826,74.73
Minimum,1827,75.22
Minimum,1828,74.6
Minimum,1829,74.05
Minimum,1830,74.85
Minimum,1831,75.36
Minimum,1832,74.85
Minimum,1833,75.19
Minimum,1834,75.01
Minimum,1835,75.78
Minimum,1836,74.2
Minimum,1837,74.44
Minimum,1838,75.66
Minimum,1839,73.81
Minimum,1840,74.86
Minimum,1841,74.36
Minimum,1842,75.4
Minimum,1843,74.6
Minimum,1844,75.03
Minimum,1845,74.73
Minimum,1846,74.94
Minimum,1847,74.49
Minimum,1848,74.65
Minimum,1849,74.96
Minimum,1850,74.0
Minimum,1851,75.97
Minimum,1852,74.13
Minimum,1853,74.16
Minimum,1854,76.62
Minimum,1855,75.17
Minimum,1856,74.49
Minimum,1857,75.31
Minimum,1858,73.17
Minimum,1859,76.59
Minimum,1860,74.66
Minimum,1861,74.44
Minimum,1862,74.99
Minimum,1863,73.98
Minimum,1864,76.53
Minimum,1865,74.17
Minimum,1866,75.56
Minimum,1867,74.58
Minimum,1868,74.8
Minimum,1869,74.9
Minimum,1870,73.85
Minimum,1871,75.85
Minimum,1872,74.42
Minimum,1873,74.49
Minimum,1874,74.74
Minimum,1875,75.44
Minimum,1876,74.27
Minimum,1877,75.18
Minimum,1878,74.61
Minimum,1879,74.72
Minimum,1880,75.36
Minimum,1881,74.06
Minimum,1882,74.65
Minimum,1883,74.5
Minimum,1884,75.55
Minimum,1885,74.34
Minimum,1886,74.95
Minimum,1887,74.47
Minimum,1888,75.22
Minimum,1889,74.57
Minimum,1890,75.11
Minimum,1891,74.99
Minimum,1892,74.7
Minimum,1893,76.58
Minimum,1894,74.43
Minimum,1895,74.73
Minimum,1896,74.85
Minimum,1897,74.92
Minimum,1898,74.89
Minimum,1899,75.06
Minimum,1900,73.84
Minimum,1901,75.29
Minimum,1902,74.48
Minimum,1903,75.56
Minimum,1904,75.26
Minimum,1905,74.7
Minimum,1906,74.71
Minimum,1907,74.23
Minimum,1908,75.5
Minimum,1909,74.38
Minimum,1910,74.64
Minimum,1911,75.28
Minimum,1912,74.29
Minimum,1913,74.67
Minimum,1914,75.48
Minimum,1915,74.98
Minimum,1916,75.31
Minimum,1917,74.11
Minimum,1918,75.28
Minimum,1919,74.47
Minimum,1920,74.19
Minimum,1921,75.24
Minimum,1922,74.7
Minimum,1923,75.26
Minimum,1924,74.93
Minimum,1925,75.11
Minimum,1926,74.66
Minimum,1927,74.07
Minimum,1928,75.97
Minimum,1929,74.3
Minimum,1930,74.55
Minimum,1931,74.63
Minimum,1932,78.57
Minimum,1933,75.11
Minimum,1934,74.72
Minimum,1935,74.54
Minimum,1936,74.39
Minimum,1937,74.88
Minimum,1938,75.28
Minimum,1939,74.38
Minimum,1940,74.97
Minimum,1941,74.02
Minimum,1942,78.4
Minimum,1943,74.19
Minimum,1944,75.24
Minimum,1945,74.74
Minimum,1946,75.31
Minimum,1947,74.34
Minimum,1948,75.01
Minimum,1949,74.58
Minimum,1950,74.4
Minimum,1951,75.5
Minimum,1952,74.91
Minimum,1953,74.95
Minimum,1954,74.61
Minimum,1955,75.11
Minimum,1956,74.48
Minimum,1957,75.27
Minimum,1958,74.45
Minimum,1959,74.34
Minimum,1960,75.8
Minimum,1961,74.97
Minimum,1962,74.59
Minimum,1963,74.76
Minimum,1964,74.25
Minimum,1965,75.11
Minimum,1966,74.81
Minimum,1967,75.11
Minimum,1968,74.53
Minimum,1969,74.62
Minimum,1970,75.11
Minimum,1971,76.2
Minimum,1972,75.07
Minimum,1973,73.94
Minimum,1974,75.72
Minimum,1975,73.98
Minimum,1976,75.19
Minimum,1977,74.46
Minimum,1978,74.53
Minimum,1979,74.75
Minimum,1980,75.81
Minimum,1981,75.94
Minimum,1982,74.08
Minimum,1983,75.1
Minimum,1984,74.9
Minimum,1985,74.27
Minimum,1986,74.93
Minimum,1987,74.61
Minimum,1988,74.55
Minimum,1989,73.86
Minimum,1990,75.64
Minimum,1991,74.77
Minimum,1992,73.62
Minimum,1993,76.11
Minimum,1994,73.54
Minimum,1995,75.85
Minimum,1996,74.15
Minimum,1997,74.52
Minimum,1998,74.5
Minimum,1999,75.29
