legend,step,pwr,,76.1077233333334
Minimum,4064,74.57,,
Minimum,4065,75.19,,
Minimum,4066,74.73,,
Minimum,4067,76.58,,
Minimum,4068,76.25,,
Minimum,4069,76.57,,
Minimum,4070,75.4,,
Minimum,4071,75.48,,
Minimum,4072,76.03,,
Minimum,4073,75.15,,
Minimum,4074,74.48,,
Minimum,4075,75.86,,
Minimum,4076,75.05,,
Minimum,4077,78.38,,
Minimum,4078,74.24,,
Minimum,4079,78.17,,
Minimum,4080,74.67,,
Minimum,4081,77.04,,
Minimum,4082,75.15,,
Minimum,4083,75.74,,
Minimum,4084,75.34,,
Minimum,4085,75.13,,
Minimum,4086,75.65,,
Minimum,4087,76.53,,
Minimum,4088,75.22,,
Minimum,4089,75,,
Minimum,4090,74.96,,
Minimum,4091,75.77,,
Minimum,4092,74.91,,
Minimum,4093,76.38,,
Minimum,4094,76,,
Minimum,4095,77.65,,
Minimum,4096,75.08,,
Minimum,4097,76.17,,
Minimum,4098,75.42,,
Minimum,4099,75.53,,
Minimum,4100,76.54,,
Minimum,4101,75.29,,
Minimum,4102,74.85,,
Minimum,4103,75.68,,
Minimum,4104,75.49,,
Minimum,4105,75.68,,
Minimum,4106,75.49,,
Minimum,4107,75.27,,
Minimum,4108,75.91,,
Minimum,4109,75.45,,
Minimum,4110,74.72,,
Minimum,4111,75.98,,
Minimum,4112,75.29,,
Minimum,4113,75.99,,
Minimum,4114,75.7,,
Minimum,4115,75.67,,
Minimum,4116,75.09,,
Minimum,4117,77.5,,
Minimum,4118,76.72,,
Minimum,4119,74.45,,
Minimum,4120,75.01,,
Minimum,4121,76.15,,
Minimum,4122,74.48,,
Minimum,4123,77.52,,
Minimum,4124,76.63,,
Minimum,4125,75.69,,
Minimum,4126,75.19,,
Minimum,4127,77.1,,
Minimum,4128,75.45,,
Minimum,4129,76.5,,
Minimum,4130,73.66,,
Minimum,4131,75.5,,
Minimum,4132,75.02,,
Minimum,4133,75.92,,
Minimum,4134,75.01,,
Minimum,4135,76.98,,
Minimum,4136,75.24,,
Minimum,4137,74.96,,
Minimum,4138,76.25,,
Minimum,4139,74.5,,
Minimum,4140,74.41,,
Minimum,4141,75.19,,
Minimum,4142,75.41,,
Minimum,4143,75.8,,
Minimum,4144,74.6,,
Minimum,4145,75.43,,
Minimum,4146,75.99,,
Minimum,4147,74.28,,
Minimum,4148,76.39,,
Minimum,4149,75.33,,
Minimum,4150,76.5,,
Minimum,4151,78,,
Minimum,4152,77.78,,
Minimum,4153,76.54,,
Minimum,4154,77.12,,
Minimum,4155,77.97,,
Minimum,4156,78.54,,
Minimum,4157,77.21,,
Minimum,4158,76.37,,
Minimum,4159,79.27,,
Minimum,4160,76.12,,
Minimum,4161,76.02,,
Minimum,4162,75.14,,
Minimum,4163,74.71,,
Minimum,4164,75.11,,
Minimum,4165,75.15,,
Minimum,4166,77.63,,
Minimum,4167,74.72,,
Minimum,4168,76.36,,
Minimum,4169,73.43,,
Minimum,4170,77.12,,
Minimum,4171,74.48,,
Minimum,4172,75,,
Minimum,4173,76.24,,
Minimum,4174,74.09,,
Minimum,4175,76.78,,
Minimum,4176,76.61,,
Minimum,4177,77.21,,
Minimum,4178,77.78,,
Minimum,4179,77.97,,
Minimum,4180,76.79,,
Minimum,4181,76.44,,
Minimum,4182,77.16,,
Minimum,4183,76.6,,
Minimum,4184,78.7,,
Minimum,4185,77.27,,
Minimum,4186,77.77,,
Minimum,4187,75.27,,
Minimum,4188,77.72,,
Minimum,4189,75.88,,
Minimum,4190,76.28,,
Minimum,4191,75.14,,
Minimum,4192,75.08,,
Minimum,4193,74.75,,
Minimum,4194,75.27,,
Minimum,4195,78.03,,
Minimum,4196,73.99,,
Minimum,4197,75.58,,
Minimum,4198,74.95,,
Minimum,4199,75.04,,
Minimum,4200,74.36,,
Minimum,4201,75.15,,
Minimum,4202,75.99,,
Minimum,4203,74.51,,
Minimum,4204,74.23,,
Minimum,4205,77.68,,
Minimum,4206,75.1,,
Minimum,4207,74.81,,
Minimum,4208,78.05,,
Minimum,4209,76.79,,
Minimum,4210,76.84,,
Minimum,4211,78.64,,
Minimum,4212,76.59,,
Minimum,4213,76.52,,
Minimum,4214,78.18,,
Minimum,4215,76.52,,
Minimum,4216,77.57,,
Minimum,4217,76.24,,
Minimum,4218,77.08,,
Minimum,4219,77.08,,
Minimum,4220,78.94,,
Minimum,4221,75.32,,
Minimum,4222,76.67,,
Minimum,4223,75.12,,
Minimum,4224,76.98,,
Minimum,4225,75.46,,
Minimum,4226,75.95,,
Minimum,4227,75.87,,
Minimum,4228,76.05,,
Minimum,4229,76.64,,
Minimum,4230,76.35,,
Minimum,4231,76.14,,
Minimum,4232,77.64,,
Minimum,4233,75.37,,
Minimum,4234,80.31,,
Minimum,4235,76.24,,
Minimum,4236,76.71,,
Minimum,4237,77.06,,
Minimum,4238,76.79,,
Minimum,4239,76.08,,
Minimum,4240,75.38,,
Minimum,4241,76.46,,
Minimum,4242,76.6,,
Minimum,4243,75.39,,
Minimum,4244,77.1,,
Minimum,4245,77.02,,
Minimum,4246,75.65,,
Minimum,4247,75.47,,
Minimum,4248,76.1,,
Minimum,4249,76.42,,
Minimum,4250,75.26,,
Minimum,4251,74.87,,
Minimum,4252,75.77,,
Minimum,4253,75.38,,
Minimum,4254,75.19,,
Minimum,4255,75.64,,
Minimum,4256,75.95,,
Minimum,4257,75.69,,
Minimum,4258,74.95,,
Minimum,4259,76.27,,
Minimum,4260,74.86,,
Minimum,4261,75.15,,
Minimum,4262,77.25,,
Minimum,4263,76.21,,
Minimum,4264,75.13,,
Minimum,4265,75.69,,
Minimum,4266,75.53,,
Minimum,4267,76.2,,
Minimum,4268,75.1,,
Minimum,4269,75.46,,
Minimum,4270,74.5,,
Minimum,4271,76.68,,
Minimum,4272,74.85,,
Minimum,4273,77.97,,
Minimum,4274,75.11,,
Minimum,4275,75.42,,
Minimum,4276,75.26,,
Minimum,4277,76.41,,
Minimum,4278,75.22,,
Minimum,4279,75.05,,
Minimum,4280,75.18,,
Minimum,4281,76.26,,
Minimum,4282,75.21,,
Minimum,4283,76.72,,
Minimum,4284,75.75,,
Minimum,4285,76.42,,
Minimum,4286,75.08,,
Minimum,4287,74.82,,
Minimum,4288,75.47,,
Minimum,4289,75.3,,
Minimum,4290,75.68,,
Minimum,4291,76.19,,
Minimum,4292,76.33,,
Minimum,4293,75.18,,
Minimum,4294,75.86,,
Minimum,4295,74.1,,
Minimum,4296,76.32,,
Minimum,4297,75.76,,
Minimum,4298,75.43,,
Minimum,4299,75.66,,
Minimum,4300,75.78,,
Minimum,4301,75.51,,
Minimum,4302,75.6,,
Minimum,4303,75.36,,
Minimum,4304,76.83,,
Minimum,4305,75.47,,
Minimum,4306,76.47,,
Minimum,4307,75.5,,
Minimum,4308,74.93,,
Minimum,4309,76.43,,
Minimum,4310,75.09,,
Minimum,4311,76.57,,
Minimum,4312,75.91,,
Minimum,4313,75.52,,
Minimum,4314,75.48,,
Minimum,4315,76.54,,
Minimum,4316,74.93,,
Minimum,4317,75.1,,
Minimum,4318,75.22,,
Minimum,4319,76.83,,
Minimum,4320,74.79,,
Minimum,4321,76.39,,
Minimum,4322,78.45,,
Minimum,4323,75.18,,
Minimum,4324,75,,
Minimum,4325,75.71,,
Minimum,4326,74.67,,
Minimum,4327,75.65,,
Minimum,4328,76.28,,
Minimum,4329,74.9,,
Minimum,4330,76.23,,
Minimum,4331,74.75,,
Minimum,4332,74.66,,
Minimum,4333,75.98,,
Minimum,4334,75.58,,
Minimum,4335,75.61,,
Minimum,4336,75.33,,
Minimum,4337,76.84,,
Minimum,4338,75.02,,
Minimum,4339,75.95,,
Minimum,4340,76.47,,
Minimum,4341,75.74,,
Minimum,4342,75.31,,
Minimum,4343,75.66,,
Minimum,4344,76.18,,
Minimum,4345,75.9,,
Minimum,4346,76.1,,
Minimum,4347,75.79,,
Minimum,4348,76.2,,
Minimum,4349,76.89,,
Minimum,4350,76.91,,
Minimum,4351,79.35,,
Minimum,4352,76.56,,
Minimum,4353,77.28,,
Minimum,4354,77,,
Minimum,4355,77.32,,
Minimum,4356,76.67,,
Minimum,4357,76.26,,
Minimum,4358,77.82,,
Minimum,4359,77.07,,
Minimum,4360,77.81,,
Minimum,4361,78.52,,
Minimum,4362,76.88,,
Minimum,4363,75.46,,
Minimum,4364,76.85,,
Minimum,4365,75.93,,
Minimum,4366,75.74,,
Minimum,4367,75.08,,
Minimum,4368,76.3,,
Minimum,4369,76.91,,
Minimum,4370,75.8,,
Minimum,4371,76.31,,
Minimum,4372,75.73,,
Minimum,4373,75.54,,
Minimum,4374,76.05,,
Minimum,4375,77.2,,
Minimum,4376,76.35,,
Minimum,4377,77.16,,
Minimum,4378,75.74,,
Minimum,4379,76.16,,
Minimum,4380,77.5,,
Minimum,4381,77.28,,
Minimum,4382,76.02,,
Minimum,4383,76.42,,
Minimum,4384,76.6,,
Minimum,4385,76.2,,
Minimum,4386,76.93,,
Minimum,4387,77.4,,
Minimum,4388,77.24,,
Minimum,4389,76.83,,
Minimum,4390,78.87,,
Minimum,4391,77.81,,
Minimum,4392,76.15,,
Minimum,4393,76.82,,
Minimum,4394,77.63,,
Minimum,4395,77.28,,
Minimum,4396,75.21,,
Minimum,4397,76.68,,
Minimum,4398,76.96,,
Minimum,4399,76.2,,
Minimum,4400,78.11,,
Minimum,4401,75.52,,
Minimum,4402,74.62,,
Minimum,4403,77.18,,
Minimum,4404,75.46,,
Minimum,4405,76.5,,
Minimum,4406,75.94,,
Minimum,4407,75.48,,
Minimum,4408,75.92,,
Minimum,4409,75.92,,
Minimum,4410,75.48,,
Minimum,4411,76.46,,
Minimum,4412,77.08,,
Minimum,4413,76.47,,
Minimum,4414,76.57,,
Minimum,4415,77.31,,
Minimum,4416,76.94,,
Minimum,4417,77.13,,
Minimum,4418,76.92,,
Minimum,4419,77.72,,
Minimum,4420,77.67,,
Minimum,4421,77.43,,
Minimum,4422,75.78,,
Minimum,4423,77.59,,
Minimum,4424,77.17,,
Minimum,4425,78.35,,
Minimum,4426,76.7,,
Minimum,4427,77.17,,
Minimum,4428,78.1,,
Minimum,4429,79.5,,
Minimum,4430,76.13,,
Minimum,4431,77.07,,
Minimum,4432,77.41,,
Minimum,4433,77.05,,
Minimum,4434,75.62,,
Minimum,4435,75.66,,
Minimum,4436,75.14,,
Minimum,4437,74.8,,
Minimum,4438,75.85,,
Minimum,4439,77.3,,
Minimum,4440,75.4,,
Minimum,4441,74.06,,
Minimum,4442,75.58,,
Minimum,4443,75.36,,
Minimum,4444,75.3,,
Minimum,4445,74.68,,
Minimum,4446,75.7,,
Minimum,4447,75.51,,
Minimum,4448,74.97,,
Minimum,4449,77.63,,
Minimum,4450,74.92,,
Minimum,4451,74.93,,
Minimum,4452,76.55,,
Minimum,4453,75.7,,
Minimum,4454,75.59,,
Minimum,4455,76.34,,
Minimum,4456,75.07,,
Minimum,4457,75.4,,
Minimum,4458,75.66,,
Minimum,4459,76.67,,
Minimum,4460,74.92,,
Minimum,4461,75.65,,
Minimum,4462,74.85,,
Minimum,4463,75.59,,
Minimum,4464,75.23,,
Minimum,4465,76.11,,
Minimum,4466,75.44,,
Minimum,4467,76.67,,
Minimum,4468,76.28,,
Minimum,4469,75.62,,
Minimum,4470,74.8,,
Minimum,4471,75.68,,
Minimum,4472,75.76,,
Minimum,4473,74.8,,
Minimum,4474,75.76,,
Minimum,4475,75.25,,
Minimum,4476,75.83,,
Minimum,4477,75.49,,
Minimum,4478,77.45,,
Minimum,4479,76.7,,
Minimum,4480,74.61,,
Minimum,4481,75.5,,
Minimum,4482,76.64,,
Minimum,4483,76.53,,
Minimum,4484,74.83,,
Minimum,4485,76.48,,
Minimum,4486,75.81,,
Minimum,4487,75.36,,
Minimum,4488,75.16,,
Minimum,4489,75.36,,
Minimum,4490,74.87,,
Minimum,4491,76.01,,
Minimum,4492,76.42,,
Minimum,4493,75.99,,
Minimum,4494,75.25,,
Minimum,4495,76.95,,
Minimum,4496,73.97,,
Minimum,4497,75.66,,
Minimum,4498,75.98,,
Minimum,4499,74.98,,
Minimum,4500,75.54,,
Minimum,4501,75.17,,
Minimum,4502,74.84,,
Minimum,4503,76.14,,
Minimum,4504,74.48,,
Minimum,4505,76.4,,
Minimum,4506,75.64,,
Minimum,4507,78.58,,
Minimum,4508,75.25,,
Minimum,4509,76.1,,
Minimum,4510,73.52,,
Minimum,4511,75.86,,
Minimum,4512,76.58,,
Minimum,4513,76.46,,
Minimum,4514,75.55,,
Minimum,4515,74.6,,
Minimum,4516,75.52,,
Minimum,4517,77.18,,
Minimum,4518,76.56,,
Minimum,4519,76.53,,
Minimum,4520,74.99,,
Minimum,4521,76.07,,
Minimum,4522,75.6,,
Minimum,4523,76.37,,
Minimum,4524,74.62,,
Minimum,4525,75.42,,
Minimum,4526,76.4,,
Minimum,4527,74.3,,
Minimum,4528,75.85,,
Minimum,4529,74.83,,
Minimum,4530,76.07,,
Minimum,4531,75.96,,
Minimum,4532,75.84,,
Minimum,4533,75.67,,
Minimum,4534,75.2,,
Minimum,4535,76.31,,
Minimum,4536,74.72,,
Minimum,4537,74.93,,
Minimum,4538,76.57,,
Minimum,4539,74.9,,
Minimum,4540,75.86,,
Minimum,4541,76.6,,
Minimum,4542,75.64,,
Minimum,4543,76.41,,
Minimum,4544,75.88,,
Minimum,4545,75.71,,
Minimum,4546,76.69,,
Minimum,4547,75.71,,
Minimum,4548,76.18,,
Minimum,4549,74.82,,
Minimum,4550,78.07,,
Minimum,4551,77.47,,
Minimum,4552,76.02,,
Minimum,4553,78.19,,
Minimum,4554,77.65,,
Minimum,4555,76.6,,
Minimum,4556,78.73,,
Minimum,4557,77.49,,
Minimum,4558,78.45,,
Minimum,4559,78.34,,
Minimum,4560,76.13,,
Minimum,4561,75.74,,
Minimum,4562,75.25,,
Minimum,4563,75.86,,
Minimum,4564,75.24,,
Minimum,4565,75.1,,
Minimum,4566,75.48,,
Minimum,4567,74.87,,
Minimum,4568,74.89,,
Minimum,4569,74.78,,
Minimum,4570,74.74,,
Minimum,4571,75.41,,
Minimum,4572,74.81,,
Minimum,4573,75.36,,
Minimum,4574,75.75,,
Minimum,4575,75.02,,
Minimum,4576,75.99,,
Minimum,4577,74.66,,
Minimum,4578,77.08,,
Minimum,4579,77.61,,
Minimum,4580,77.97,,
Minimum,4581,76.85,,
Minimum,4582,76.83,,
Minimum,4583,77.64,,
Minimum,4584,77.78,,
Minimum,4585,79.66,,
Minimum,4586,77.04,,
Minimum,4587,78.06,,
Minimum,4588,76.75,,
Minimum,4589,77.41,,
Minimum,4590,75.43,,
Minimum,4591,75.98,,
Minimum,4592,76.4,,
Minimum,4593,74.31,,
Minimum,4594,75.57,,
Minimum,4595,79.42,,
Minimum,4596,74.5,,
Minimum,4597,75.7,,
Minimum,4598,75.74,,
Minimum,4599,76.63,,
Minimum,4600,74.16,,
Minimum,4601,76.17,,
Minimum,4602,74.89,,
Minimum,4603,75.61,,
Minimum,4604,75.62,,
Minimum,4605,75.42,,
Minimum,4606,74.71,,
Minimum,4607,77.01,,
Minimum,4608,75.53,,
Minimum,4609,75.85,,
Minimum,4610,77.28,,
Minimum,4611,77.26,,
Minimum,4612,77.14,,
Minimum,4613,78.22,,
Minimum,4614,76.34,,
Minimum,4615,77.53,,
Minimum,4616,75.35,,
Minimum,4617,78.32,,
Minimum,4618,77.06,,
Minimum,4619,76.46,,
Minimum,4620,76.8,,
Minimum,4621,78.13,,
Minimum,4622,77.61,,
Minimum,4623,76.54,,
Minimum,4624,79.7,,
Minimum,4625,77.04,,
Minimum,4626,76.81,,
Minimum,4627,77.66,,
Minimum,4628,77.78,,
Minimum,4629,77.64,,
Minimum,4630,77.53,,
Minimum,4631,77.37,,
Minimum,4632,75.76,,
Minimum,4633,76.81,,
Minimum,4634,77.78,,
Minimum,4635,75.67,,
Minimum,4636,74.57,,
Minimum,4637,75.28,,
Minimum,4638,75.32,,
Minimum,4639,76.3,,
Minimum,4640,75.87,,
Minimum,4641,74.81,,
Minimum,4642,74.97,,
Minimum,4643,74.88,,
Minimum,4644,75.74,,
Minimum,4645,75.7,,
Minimum,4646,74.61,,
Minimum,4647,75.88,,
Minimum,4648,75.92,,
Minimum,4649,75.14,,
Minimum,4650,75.38,,
Minimum,4651,76.03,,
Minimum,4652,74.86,,
Minimum,4653,76.08,,
Minimum,4654,74.7,,
Minimum,4655,75.05,,
Minimum,4656,74.99,,
Minimum,4657,76.02,,
Minimum,4658,76.8,,
Minimum,4659,76.93,,
Minimum,4660,74.39,,
Minimum,4661,75.66,,
Minimum,4662,74.68,,
Minimum,4663,77.71,,
Minimum,4664,75.04,,
Minimum,4665,75.51,,
Minimum,4666,76.12,,
Minimum,4667,74.71,,
Minimum,4668,76.12,,
Minimum,4669,76.56,,
Minimum,4670,75.6,,
Minimum,4671,75.66,,
Minimum,4672,75,,
Minimum,4673,77.12,,
Minimum,4674,75.62,,
Minimum,4675,74.81,,
Minimum,4676,74.43,,
Minimum,4677,76.1,,
Minimum,4678,75.88,,
Minimum,4679,74.33,,
Minimum,4680,75.84,,
Minimum,4681,75.46,,
Minimum,4682,75.82,,
Minimum,4683,76.12,,
Minimum,4684,76.25,,
Minimum,4685,75.15,,
Minimum,4686,74.75,,
Minimum,4687,77.07,,
Minimum,4688,75.64,,
Minimum,4689,74.34,,
Minimum,4690,76.11,,
Minimum,4691,76.06,,
Minimum,4692,75.96,,
Minimum,4693,75.48,,
Minimum,4694,74.91,,
Minimum,4695,76.68,,
Minimum,4696,74.87,,
Minimum,4697,75.41,,
Minimum,4698,75.84,,
Minimum,4699,74.79,,
Minimum,4700,75.96,,
Minimum,4701,75.41,,
Minimum,4702,78.54,,
Minimum,4703,74.96,,
Minimum,4704,76.21,,
Minimum,4705,74.96,,
Minimum,4706,75.51,,
Minimum,4707,75.22,,
Minimum,4708,75.67,,
Minimum,4709,74.93,,
Minimum,4710,75.78,,
Minimum,4711,76.27,,
Minimum,4712,76.9,,
Minimum,4713,76.68,,
Minimum,4714,75.32,,
Minimum,4715,75.45,,
Minimum,4716,75.49,,
Minimum,4717,76.14,,
Minimum,4718,76.81,,
Minimum,4719,74.3,,
Minimum,4720,75.34,,
Minimum,4721,75.35,,
Minimum,4722,75.4,,
Minimum,4723,76.02,,
Minimum,4724,76.3,,
Minimum,4725,74.46,,
Minimum,4726,75.76,,
Minimum,4727,75.48,,
Minimum,4728,76.66,,
Minimum,4729,74.38,,
Minimum,4730,74.84,,
Minimum,4731,76.55,,
Minimum,4732,75.88,,
Minimum,4733,75.63,,
Minimum,4734,76.19,,
Minimum,4735,75.04,,
Minimum,4736,76.68,,
Minimum,4737,74.58,,
Minimum,4738,76.33,,
Minimum,4739,75.52,,
Minimum,4740,76.6,,
Minimum,4741,76.75,,
Minimum,4742,75.62,,
Minimum,4743,75.89,,
Minimum,4744,76.04,,
Minimum,4745,74.47,,
Minimum,4746,77.06,,
Minimum,4747,74.46,,
Minimum,4748,76.64,,
Minimum,4749,76.83,,
Minimum,4750,76.04,,
Minimum,4751,78.61,,
Minimum,4752,78.36,,
Minimum,4753,77.68,,
Minimum,4754,76.67,,
Minimum,4755,77.34,,
Minimum,4756,76.27,,
Minimum,4757,78.89,,
Minimum,4758,77.74,,
Minimum,4759,77.86,,
Minimum,4760,77.34,,
Minimum,4761,77.99,,
Minimum,4762,76.58,,
Minimum,4763,76.63,,
Minimum,4764,77.41,,
Minimum,4765,76.93,,
Minimum,4766,76.05,,
Minimum,4767,77.48,,
Minimum,4768,77.42,,
Minimum,4769,78.42,,
Minimum,4770,76.55,,
Minimum,4771,76.61,,
Minimum,4772,75.92,,
Minimum,4773,76.33,,
Minimum,4774,76.17,,
Minimum,4775,75.22,,
Minimum,4776,76.65,,
Minimum,4777,77.46,,
Minimum,4778,76.87,,
Minimum,4779,77.25,,
Minimum,4780,79.05,,
Minimum,4781,76.98,,
Minimum,4782,77.09,,
Minimum,4783,77.03,,
Minimum,4784,77.55,,
Minimum,4785,77.37,,
Minimum,4786,77.56,,
Minimum,4787,76.61,,
Minimum,4788,77.91,,
Minimum,4789,76.9,,
Minimum,4790,78.22,,
Minimum,4791,75.51,,
Minimum,4792,76.03,,
Minimum,4793,75.54,,
Minimum,4794,74.48,,
Minimum,4795,75.42,,
Minimum,4796,75.79,,
Minimum,4797,75.29,,
Minimum,4798,75.37,,
Minimum,4799,75.51,,
Minimum,4800,75.4,,
Minimum,4801,74.91,,
Minimum,4802,74.2,,
Minimum,4803,75.48,,
Minimum,4804,74.84,,
Minimum,4805,75.68,,
Minimum,4806,76,,
Minimum,4807,74.98,,
Minimum,4808,78,,
Minimum,4809,76.3,,
Minimum,4810,77.37,,
Minimum,4811,77.11,,
Minimum,4812,76.8,,
Minimum,4813,76.72,,
Minimum,4814,77.89,,
Minimum,4815,76.81,,
Minimum,4816,77.41,,
Minimum,4817,77.2,,
Minimum,4818,76.88,,
Minimum,4819,79.25,,
Minimum,4820,77.46,,
Minimum,4821,75.81,,
Minimum,4822,76.85,,
Minimum,4823,74.33,,
Minimum,4824,76.96,,
Minimum,4825,76.92,,
Minimum,4826,76.62,,
Minimum,4827,77.01,,
Minimum,4828,75.47,,
Minimum,4829,78.57,,
Minimum,4830,75.81,,
Minimum,4831,77.65,,
Minimum,4832,75.71,,
Minimum,4833,76.49,,
Minimum,4834,77.2,,
Minimum,4835,78.05,,
Minimum,4836,75.91,,
Minimum,4837,78,,
Minimum,4838,77.74,,
Minimum,4839,76.14,,
Minimum,4840,77.79,,
Minimum,4841,76.35,,
Minimum,4842,78,,
Minimum,4843,76.15,,
Minimum,4844,77.28,,
Minimum,4845,77.04,,
Minimum,4846,77.2,,
Minimum,4847,77.06,,
Minimum,4848,75.56,,
Minimum,4849,76.64,,
Minimum,4850,74.81,,
Minimum,4851,76.09,,
Minimum,4852,74.84,,
Minimum,4853,75.14,,
Minimum,4854,76.05,,
Minimum,4855,75.28,,
Minimum,4856,75.84,,
Minimum,4857,75.52,,
Minimum,4858,76.76,,
Minimum,4859,74.97,,
Minimum,4860,76.31,,
Minimum,4861,75.69,,
Minimum,4862,74.01,,
Minimum,4863,76.34,,
Minimum,4864,75.55,,
Minimum,4865,74.53,,
Minimum,4866,74.62,,
Minimum,4867,75.38,,
Minimum,4868,77.61,,
Minimum,4869,74.52,,
Minimum,4870,75.94,,
Minimum,4871,74.4,,
Minimum,4872,75.98,,
Minimum,4873,75.29,,
Minimum,4874,75.33,,
Minimum,4875,74.81,,
Minimum,4876,76.43,,
Minimum,4877,74.96,,
Minimum,4878,76.25,,
Minimum,4879,75.99,,
Minimum,4880,77.05,,
Minimum,4881,75.69,,
Minimum,4882,75.21,,
Minimum,4883,75.77,,
Minimum,4884,76.51,,
Minimum,4885,75.49,,
Minimum,4886,75.05,,
Minimum,4887,75.1,,
Minimum,4888,75.79,,
Minimum,4889,74.89,,
Minimum,4890,76.23,,
Minimum,4891,75.35,,
Minimum,4892,74.83,,
Minimum,4893,75.68,,
Minimum,4894,75.91,,
Minimum,4895,75.26,,
Minimum,4896,76.37,,
Minimum,4897,77.73,,
Minimum,4898,73.18,,
Minimum,4899,76.74,,
Minimum,4900,74.24,,
Minimum,4901,76.9,,
Minimum,4902,73.99,,
Minimum,4903,77.27,,
Minimum,4904,74.26,,
Minimum,4905,74.96,,
Minimum,4906,75.89,,
Minimum,4907,76.86,,
Minimum,4908,76.59,,
Minimum,4909,74.78,,
Minimum,4910,75.04,,
Minimum,4911,74.99,,
Minimum,4912,76.19,,
Minimum,4913,76.13,,
Minimum,4914,74.9,,
Minimum,4915,74.86,,
Minimum,4916,74.27,,
Minimum,4917,76.29,,
Minimum,4918,74.48,,
Minimum,4919,75.22,,
Minimum,4920,75.28,,
Minimum,4921,75.14,,
Minimum,4922,75.33,,
Minimum,4923,75.1,,
Minimum,4924,76.13,,
Minimum,4925,76.52,,
Minimum,4926,75.16,,
Minimum,4927,73.69,,
Minimum,4928,75.8,,
Minimum,4929,75.44,,
Minimum,4930,75.73,,
Minimum,4931,76.39,,
Minimum,4932,75.23,,
Minimum,4933,75.91,,
Minimum,4934,75,,
Minimum,4935,76.27,,
Minimum,4936,76.93,,
Minimum,4937,76.75,,
Minimum,4938,74.81,,
Minimum,4939,75.58,,
Minimum,4940,76.47,,
Minimum,4941,75.18,,
Minimum,4942,75.27,,
Minimum,4943,74.59,,
Minimum,4944,75.31,,
Minimum,4945,76.45,,
Minimum,4946,77.05,,
Minimum,4947,76.4,,
Minimum,4948,75.9,,
Minimum,4949,77.05,,
Minimum,4950,77.57,,
Minimum,4951,77.48,,
Minimum,4952,77.13,,
Minimum,4953,76.71,,
Minimum,4954,76.67,,
Minimum,4955,77.6,,
Minimum,4956,77.24,,
Minimum,4957,77.12,,
Minimum,4958,75.65,,
Minimum,4959,76.5,,
Minimum,4960,75.97,,
Minimum,4961,79.01,,
Minimum,4962,76.25,,
Minimum,4963,77.85,,
Minimum,4964,75.81,,
Minimum,4965,78.76,,
Minimum,4966,76.99,,
Minimum,4967,77.32,,
Minimum,4968,77.28,,
Minimum,4969,76.39,,
Minimum,4970,77.44,,
Minimum,4971,76.26,,
Minimum,4972,77.45,,
Minimum,4973,75.69,,
Minimum,4974,77.88,,
Minimum,4975,78.24,,
Minimum,4976,76.91,,
Minimum,4977,77.44,,
Minimum,4978,76.67,,
Minimum,4979,76.96,,
Minimum,4980,76.72,,
Minimum,4981,75.88,,
Minimum,4982,76.56,,
Minimum,4983,76.83,,
Minimum,4984,76.13,,
Minimum,4985,80.29,,
Minimum,4986,76.72,,
Minimum,4987,76.6,,
Minimum,4988,75.98,,
Minimum,4989,78.82,,
Minimum,4990,76.45,,
Minimum,4991,78.61,,
Minimum,4992,77.37,,
Minimum,4993,76.2,,
Minimum,4994,76.9,,
Minimum,4995,76.38,,
Minimum,4996,78.1,,
Minimum,4997,76.53,,
Minimum,4998,76.27,,
Minimum,4999,76.82,,
Minimum,5000,76.82,,
Minimum,5001,76.62,,
Minimum,5002,77.01,,
Minimum,5003,76.45,,
Minimum,5004,76.5,,
Minimum,5005,77.35,,
Minimum,5006,76.48,,
Minimum,5007,77.1,,
Minimum,5008,75.16,,
Minimum,5009,76.3,,
Minimum,5010,76.48,,
Minimum,5011,76.04,,
Minimum,5012,75.14,,
Minimum,5013,75.68,,
Minimum,5014,78.33,,
Minimum,5015,76.21,,
Minimum,5016,75.63,,
Minimum,5017,77.08,,
Minimum,5018,75.95,,
Minimum,5019,76.78,,
Minimum,5020,74.73,,
Minimum,5021,75.9,,
Minimum,5022,76.88,,
Minimum,5023,74.83,,
Minimum,5024,79.64,,
Minimum,5025,77.12,,
Minimum,5026,76.55,,
Minimum,5027,76.12,,
Minimum,5028,76.71,,
Minimum,5029,77.95,,
Minimum,5030,77.48,,
Minimum,5031,77.35,,
Minimum,5032,76.96,,
Minimum,5033,76.94,,
Minimum,5034,76.92,,
Minimum,5035,77.41,,
Minimum,5036,77.29,,
Minimum,5037,76.36,,
Minimum,5038,76.18,,
Minimum,5039,78.11,,
Minimum,5040,76.28,,
Minimum,5041,76.4,,
Minimum,5042,77.79,,
Minimum,5043,75.52,,
Minimum,5044,78.34,,
Minimum,5045,77.01,,
Minimum,5046,78.23,,
Minimum,5047,76.98,,
Minimum,5048,76.64,,
Minimum,5049,75.53,,
Minimum,5050,76.68,,
Minimum,5051,74.57,,
Minimum,5052,75.12,,
Minimum,5053,77.53,,
Minimum,5054,75.25,,
Minimum,5055,76.24,,
Minimum,5056,75.23,,
Minimum,5057,75.14,,
Minimum,5058,74.34,,
Minimum,5059,76.86,,
Minimum,5060,76.03,,
Minimum,5061,75.18,,
Minimum,5062,75.12,,
Minimum,5063,75.68,,
