legend,step,pwr,,76.1077233333334
Minimum,2065,74.3,,
Minimum,2066,75.89,,
Minimum,2067,74.83,,
Minimum,2068,75.78,,
Minimum,2069,75.42,,
Minimum,2070,75.46,,
Minimum,2071,76.27,,
Minimum,2072,74.39,,
Minimum,2073,74.98,,
Minimum,2074,76.23,,
Minimum,2075,75.12,,
Minimum,2076,75.56,,
Minimum,2077,74.35,,
Minimum,2078,75.58,,
Minimum,2079,76.09,,
Minimum,2080,74.09,,
Minimum,2081,76.65,,
Minimum,2082,74.14,,
Minimum,2083,75.59,,
Minimum,2084,75.78,,
Minimum,2085,75.98,,
Minimum,2086,75.59,,
Minimum,2087,75.73,,
Minimum,2088,77.29,,
Minimum,2089,76.87,,
Minimum,2090,74.99,,
Minimum,2091,74.64,,
Minimum,2092,75.39,,
Minimum,2093,75.65,,
Minimum,2094,75.66,,
Minimum,2095,75.17,,
Minimum,2096,74.93,,
Minimum,2097,75.95,,
Minimum,2098,76.36,,
Minimum,2099,74.88,,
Minimum,2100,75.38,,
Minimum,2101,75.18,,
Minimum,2102,75.03,,
Minimum,2103,74.68,,
Minimum,2104,75.75,,
Minimum,2105,75.93,,
Minimum,2106,75.71,,
Minimum,2107,75.85,,
Minimum,2108,75.42,,
Minimum,2109,75.13,,
Minimum,2110,75.15,,
Minimum,2111,75.64,,
Minimum,2112,76.12,,
Minimum,2113,75.46,,
Minimum,2114,75.12,,
Minimum,2115,75.93,,
Minimum,2116,75.4,,
Minimum,2117,76.54,,
Minimum,2118,75.06,,
Minimum,2119,75.15,,
Minimum,2120,74.68,,
Minimum,2121,74.67,,
Minimum,2122,75.73,,
Minimum,2123,74.84,,
Minimum,2124,76.53,,
Minimum,2125,75.52,,
Minimum,2126,75.2,,
Minimum,2127,76.67,,
Minimum,2128,75.79,,
Minimum,2129,75.63,,
Minimum,2130,74.73,,
Minimum,2131,75.83,,
Minimum,2132,75.15,,
Minimum,2133,76.26,,
Minimum,2134,75.42,,
Minimum,2135,74.85,,
Minimum,2136,76.75,,
Minimum,2137,76.75,,
Minimum,2138,76.21,,
Minimum,2139,74.46,,
Minimum,2140,75.51,,
Minimum,2141,75.72,,
Minimum,2142,74.65,,
Minimum,2143,76.31,,
Minimum,2144,75.72,,
Minimum,2145,76.23,,
Minimum,2146,76.93,,
Minimum,2147,75.81,,
Minimum,2148,75.1,,
Minimum,2149,75.67,,
Minimum,2150,75.15,,
Minimum,2151,76.55,,
Minimum,2152,75.26,,
Minimum,2153,77.63,,
Minimum,2154,77.75,,
Minimum,2155,76.53,,
Minimum,2156,77.6,,
Minimum,2157,77.12,,
Minimum,2158,77.07,,
Minimum,2159,77.39,,
Minimum,2160,77.04,,
Minimum,2161,76.56,,
Minimum,2162,77.87,,
Minimum,2163,78.08,,
Minimum,2164,77.08,,
Minimum,2165,76.33,,
Minimum,2166,79.75,,
Minimum,2167,77.18,,
Minimum,2168,77.8,,
Minimum,2169,77.52,,
Minimum,2170,75.32,,
Minimum,2171,78.33,,
Minimum,2172,78.4,,
Minimum,2173,77.36,,
Minimum,2174,78.31,,
Minimum,2175,76.96,,
Minimum,2176,78.61,,
Minimum,2177,76.79,,
Minimum,2178,77.23,,
Minimum,2179,77.59,,
Minimum,2180,76.2,,
Minimum,2181,77.39,,
Minimum,2182,76.85,,
Minimum,2183,73.83,,
Minimum,2184,75.63,,
Minimum,2185,75.18,,
Minimum,2186,74.72,,
Minimum,2187,75.42,,
Minimum,2188,75.1,,
Minimum,2189,74.98,,
Minimum,2190,74.24,,
Minimum,2191,76.22,,
Minimum,2192,75.16,,
Minimum,2193,75.95,,
Minimum,2194,74.53,,
Minimum,2195,76.11,,
Minimum,2196,75.77,,
Minimum,2197,77.06,,
Minimum,2198,76.33,,
Minimum,2199,76.89,,
Minimum,2200,78.83,,
Minimum,2201,76.1,,
Minimum,2202,77.53,,
Minimum,2203,76.47,,
Minimum,2204,77.25,,
Minimum,2205,78.97,,
Minimum,2206,78.4,,
Minimum,2207,75.48,,
Minimum,2208,78.37,,
Minimum,2209,76.46,,
Minimum,2210,77.11,,
Minimum,2211,75.99,,
Minimum,2212,76.86,,
Minimum,2213,76.61,,
Minimum,2214,78.47,,
Minimum,2215,77.68,,
Minimum,2216,77.1,,
Minimum,2217,77.51,,
Minimum,2218,76.45,,
Minimum,2219,78.03,,
Minimum,2220,75.78,,
Minimum,2221,77.31,,
Minimum,2222,77.14,,
Minimum,2223,76.22,,
Minimum,2224,78.77,,
Minimum,2225,76.52,,
Minimum,2226,76.15,,
Minimum,2227,77.28,,
Minimum,2228,76.13,,
Minimum,2229,76.12,,
Minimum,2230,76.49,,
Minimum,2231,75.77,,
Minimum,2232,75.93,,
Minimum,2233,75.6,,
Minimum,2234,73.86,,
Minimum,2235,75.2,,
Minimum,2236,74.52,,
Minimum,2237,75.96,,
Minimum,2238,73.84,,
Minimum,2239,74.87,,
Minimum,2240,75.57,,
Minimum,2241,75,,
Minimum,2242,76.4,,
Minimum,2243,75.58,,
Minimum,2244,79.19,,
Minimum,2245,76.66,,
Minimum,2246,77.17,,
Minimum,2247,76.51,,
Minimum,2248,76.87,,
Minimum,2249,76.98,,
Minimum,2250,76.39,,
Minimum,2251,76.74,,
Minimum,2252,75.09,,
Minimum,2253,76.19,,
Minimum,2254,77.17,,
Minimum,2255,76.34,,
Minimum,2256,75.47,,
Minimum,2257,75.99,,
Minimum,2258,75.34,,
Minimum,2259,75.76,,
Minimum,2260,75.35,,
Minimum,2261,73.84,,
Minimum,2262,76.23,,
Minimum,2263,75.86,,
Minimum,2264,74.92,,
Minimum,2265,76.49,,
Minimum,2266,75.7,,
Minimum,2267,75.69,,
Minimum,2268,74.15,,
Minimum,2269,76.51,,
Minimum,2270,74.79,,
Minimum,2271,75.99,,
Minimum,2272,74.07,,
Minimum,2273,76.62,,
Minimum,2274,74.6,,
Minimum,2275,75.29,,
Minimum,2276,76.76,,
Minimum,2277,74.93,,
Minimum,2278,75,,
Minimum,2279,75.99,,
Minimum,2280,75.56,,
Minimum,2281,75.4,,
Minimum,2282,74.75,,
Minimum,2283,77.74,,
Minimum,2284,77.07,,
Minimum,2285,75.73,,
Minimum,2286,75.52,,
Minimum,2287,74.79,,
Minimum,2288,76.54,,
Minimum,2289,75.28,,
Minimum,2290,75.5,,
Minimum,2291,75.33,,
Minimum,2292,75.23,,
Minimum,2293,77.57,,
Minimum,2294,74.85,,
Minimum,2295,75.29,,
Minimum,2296,73.9,,
Minimum,2297,76.24,,
Minimum,2298,74.86,,
Minimum,2299,76.2,,
Minimum,2300,75.54,,
Minimum,2301,75.73,,
Minimum,2302,75.58,,
Minimum,2303,74.95,,
Minimum,2304,74.83,,
Minimum,2305,75.94,,
Minimum,2306,75.1,,
Minimum,2307,76.51,,
Minimum,2308,75.3,,
Minimum,2309,74.91,,
Minimum,2310,75.93,,
Minimum,2311,75.88,,
Minimum,2312,77.19,,
Minimum,2313,75.45,,
Minimum,2314,75.36,,
Minimum,2315,75.66,,
Minimum,2316,75.35,,
Minimum,2317,76.05,,
Minimum,2318,75.07,,
Minimum,2319,76.78,,
Minimum,2320,74.62,,
Minimum,2321,76.08,,
Minimum,2322,76.7,,
Minimum,2323,75.03,,
Minimum,2324,75.87,,
Minimum,2325,75.58,,
Minimum,2326,74.38,,
Minimum,2327,76.5,,
Minimum,2328,75.31,,
Minimum,2329,75.44,,
Minimum,2330,74.85,,
Minimum,2331,76.29,,
Minimum,2332,75.3,,
Minimum,2333,74.73,,
Minimum,2334,76.26,,
Minimum,2335,75.6,,
Minimum,2336,74.9,,
Minimum,2337,76.61,,
Minimum,2338,75.47,,
Minimum,2339,76.26,,
Minimum,2340,75.78,,
Minimum,2341,75.35,,
Minimum,2342,75.51,,
Minimum,2343,75.3,,
Minimum,2344,75.79,,
Minimum,2345,75.6,,
Minimum,2346,75.41,,
Minimum,2347,75.57,,
Minimum,2348,76.62,,
Minimum,2349,74.23,,
Minimum,2350,76.03,,
Minimum,2351,76.04,,
Minimum,2352,75.94,,
Minimum,2353,77.16,,
Minimum,2354,76.17,,
Minimum,2355,77.46,,
Minimum,2356,76.34,,
Minimum,2357,77.91,,
Minimum,2358,76.77,,
Minimum,2359,77.02,,
Minimum,2360,76.75,,
Minimum,2361,79.18,,
Minimum,2362,76.29,,
Minimum,2363,76.89,,
Minimum,2364,76.44,,
Minimum,2365,75.59,,
Minimum,2366,77.7,,
Minimum,2367,77.28,,
Minimum,2368,77.96,,
Minimum,2369,76.56,,
Minimum,2370,77.69,,
Minimum,2371,78.94,,
Minimum,2372,76.18,,
Minimum,2373,77.67,,
Minimum,2374,76.42,,
Minimum,2375,76.43,,
Minimum,2376,77.63,,
Minimum,2377,76.11,,
Minimum,2378,75.75,,
Minimum,2379,76.91,,
Minimum,2380,77.42,,
Minimum,2381,77.29,,
Minimum,2382,76.7,,
Minimum,2383,76.76,,
Minimum,2384,76.68,,
Minimum,2385,77.3,,
Minimum,2386,76.06,,
Minimum,2387,77.28,,
Minimum,2388,77,,
Minimum,2389,75.85,,
Minimum,2390,76.8,,
Minimum,2391,75.23,,
Minimum,2392,76,,
Minimum,2393,74.94,,
Minimum,2394,75.27,,
Minimum,2395,74.42,,
Minimum,2396,76.03,,
Minimum,2397,75.08,,
Minimum,2398,75.55,,
Minimum,2399,75.72,,
Minimum,2400,75.82,,
Minimum,2401,75.84,,
Minimum,2402,75.24,,
Minimum,2403,74.37,,
Minimum,2404,74.89,,
Minimum,2405,76.05,,
Minimum,2406,75.58,,
Minimum,2407,75.98,,
Minimum,2408,77.13,,
Minimum,2409,76.12,,
Minimum,2410,79.22,,
Minimum,2411,77.1,,
Minimum,2412,76.66,,
Minimum,2413,76.2,,
Minimum,2414,77.31,,
Minimum,2415,76.49,,
Minimum,2416,77.6,,
Minimum,2417,77.62,,
Minimum,2418,76.26,,
Minimum,2419,77.55,,
Minimum,2420,76.95,,
Minimum,2421,77.31,,
Minimum,2422,76.82,,
Minimum,2423,77.31,,
Minimum,2424,76.24,,
Minimum,2425,78.92,,
Minimum,2426,77.44,,
Minimum,2427,77.76,,
Minimum,2428,76.72,,
Minimum,2429,77.46,,
Minimum,2430,75.73,,
Minimum,2431,78.42,,
Minimum,2432,75.7,,
Minimum,2433,76.25,,
Minimum,2434,75.34,,
Minimum,2435,74.95,,
Minimum,2436,75.68,,
Minimum,2437,76.2,,
Minimum,2438,74.32,,
Minimum,2439,77.68,,
Minimum,2440,75.39,,
Minimum,2441,75.56,,
Minimum,2442,75.45,,
Minimum,2443,76.74,,
Minimum,2444,75.39,,
Minimum,2445,74.69,,
Minimum,2446,75.9,,
Minimum,2447,76.33,,
Minimum,2448,75.13,,
Minimum,2449,78.49,,
Minimum,2450,78.45,,
Minimum,2451,75.97,,
Minimum,2452,77.22,,
Minimum,2453,76.13,,
Minimum,2454,74.57,,
Minimum,2455,76.48,,
Minimum,2456,75.76,,
Minimum,2457,75.33,,
Minimum,2458,75.25,,
Minimum,2459,74.7,,
Minimum,2460,75.67,,
Minimum,2461,75.9,,
Minimum,2462,75.66,,
Minimum,2463,75.67,,
Minimum,2464,76.28,,
Minimum,2465,73.78,,
Minimum,2466,75.91,,
Minimum,2467,75.67,,
Minimum,2468,75.52,,
Minimum,2469,75.89,,
Minimum,2470,74.27,,
Minimum,2471,75.02,,
Minimum,2472,76.01,,
Minimum,2473,74.37,,
Minimum,2474,75.7,,
Minimum,2475,76.77,,
Minimum,2476,74.69,,
Minimum,2477,75.23,,
Minimum,2478,78.16,,
Minimum,2479,75.17,,
Minimum,2480,75.95,,
Minimum,2481,74.72,,
Minimum,2482,76.14,,
Minimum,2483,75.52,,
Minimum,2484,75.49,,
Minimum,2485,74.83,,
Minimum,2486,76.11,,
Minimum,2487,75.68,,
Minimum,2488,76.49,,
Minimum,2489,76.01,,
Minimum,2490,75.08,,
Minimum,2491,76.38,,
Minimum,2492,75.68,,
Minimum,2493,75.07,,
Minimum,2494,75.66,,
Minimum,2495,73.66,,
Minimum,2496,75.86,,
Minimum,2497,76.71,,
Minimum,2498,74.98,,
Minimum,2499,75.69,,
Minimum,2500,76.23,,
Minimum,2501,75.06,,
Minimum,2502,75.93,,
Minimum,2503,75.91,,
Minimum,2504,75.09,,
Minimum,2505,74.59,,
Minimum,2506,75.72,,
Minimum,2507,75.28,,
Minimum,2508,75.45,,
Minimum,2509,75.89,,
Minimum,2510,75.96,,
Minimum,2511,76.17,,
Minimum,2512,76.04,,
Minimum,2513,74.2,,
Minimum,2514,77.08,,
Minimum,2515,75.6,,
Minimum,2516,75.07,,
Minimum,2517,77.88,,
Minimum,2518,75.86,,
Minimum,2519,75.73,,
Minimum,2520,75.03,,
Minimum,2521,74.15,,
Minimum,2522,75.8,,
Minimum,2523,75.37,,
Minimum,2524,75.59,,
Minimum,2525,74.64,,
Minimum,2526,76.56,,
Minimum,2527,77.24,,
Minimum,2528,75.17,,
Minimum,2529,74.84,,
Minimum,2530,75.97,,
Minimum,2531,76.92,,
Minimum,2532,74.33,,
Minimum,2533,76.59,,
Minimum,2534,75.18,,
Minimum,2535,74.57,,
Minimum,2536,75.94,,
Minimum,2537,76.52,,
Minimum,2538,75.61,,
Minimum,2539,76.29,,
Minimum,2540,74.16,,
Minimum,2541,75.72,,
Minimum,2542,74.95,,
Minimum,2543,75.91,,
Minimum,2544,74.86,,
Minimum,2545,75.77,,
Minimum,2546,74.88,,
Minimum,2547,76.8,,
Minimum,2548,74.47,,
Minimum,2549,75.46,,
Minimum,2550,74.7,,
Minimum,2551,75.69,,
Minimum,2552,77.95,,
Minimum,2553,77.63,,
Minimum,2554,76.07,,
Minimum,2555,76.88,,
Minimum,2556,78.79,,
Minimum,2557,77.1,,
Minimum,2558,77.57,,
Minimum,2559,75.99,,
Minimum,2560,77.78,,
Minimum,2561,75.59,,
Minimum,2562,78.09,,
Minimum,2563,76.35,,
Minimum,2564,76.93,,
Minimum,2565,77.48,,
Minimum,2566,76.78,,
Minimum,2567,77.85,,
Minimum,2568,75.8,,
Minimum,2569,75.7,,
Minimum,2570,75.59,,
Minimum,2571,76.83,,
Minimum,2572,75.18,,
Minimum,2573,75.98,,
Minimum,2574,75.46,,
Minimum,2575,77.44,,
Minimum,2576,74.73,,
Minimum,2577,77.12,,
Minimum,2578,74.88,,
Minimum,2579,76.6,,
Minimum,2580,76.66,,
Minimum,2581,76.54,,
Minimum,2582,75.41,,
Minimum,2583,77.37,,
Minimum,2584,76.05,,
Minimum,2585,77.06,,
Minimum,2586,77.31,,
Minimum,2587,76,,
Minimum,2588,77.51,,
Minimum,2589,76.67,,
Minimum,2590,77.43,,
Minimum,2591,76.67,,
Minimum,2592,76.91,,
Minimum,2593,76.36,,
Minimum,2594,77.47,,
Minimum,2595,78.19,,
Minimum,2596,76.61,,
Minimum,2597,76.8,,
Minimum,2598,75.71,,
Minimum,2599,75.45,,
Minimum,2600,76.8,,
Minimum,2601,74.47,,
Minimum,2602,76.09,,
Minimum,2603,76.43,,
Minimum,2604,75.16,,
Minimum,2605,75.54,,
Minimum,2606,75.7,,
Minimum,2607,76.26,,
Minimum,2608,76.08,,
Minimum,2609,75.87,,
Minimum,2610,77.07,,
Minimum,2611,77.27,,
Minimum,2612,77.48,,
Minimum,2613,76.51,,
Minimum,2614,76.85,,
Minimum,2615,77.28,,
Minimum,2616,76.85,,
Minimum,2617,76.38,,
Minimum,2618,77.37,,
Minimum,2619,77.41,,
Minimum,2620,76.63,,
Minimum,2621,77.19,,
Minimum,2622,77.72,,
Minimum,2623,76.81,,
Minimum,2624,75.52,,
Minimum,2625,76.58,,
Minimum,2626,76.1,,
Minimum,2627,75.13,,
Minimum,2628,75.9,,
Minimum,2629,76.61,,
Minimum,2630,76.51,,
Minimum,2631,76.57,,
Minimum,2632,74.7,,
Minimum,2633,78.07,,
Minimum,2634,79.49,,
Minimum,2635,77.39,,
Minimum,2636,76.83,,
Minimum,2637,77.4,,
Minimum,2638,75.91,,
Minimum,2639,77.64,,
Minimum,2640,76.91,,
Minimum,2641,77.42,,
Minimum,2642,75.53,,
Minimum,2643,77.06,,
Minimum,2644,77.26,,
Minimum,2645,78.51,,
Minimum,2646,76.64,,
Minimum,2647,76.51,,
Minimum,2648,76.01,,
Minimum,2649,77.18,,
Minimum,2650,77.04,,
Minimum,2651,76.26,,
Minimum,2652,73.97,,
Minimum,2653,75.64,,
Minimum,2654,76.26,,
Minimum,2655,74.92,,
Minimum,2656,75.02,,
Minimum,2657,74.87,,
Minimum,2658,74.88,,
Minimum,2659,75.67,,
Minimum,2660,75.7,,
Minimum,2661,75.63,,
Minimum,2662,74.53,,
Minimum,2663,76.04,,
Minimum,2664,75.25,,
Minimum,2665,75.32,,
Minimum,2666,75.88,,
Minimum,2667,74.69,,
Minimum,2668,75.7,,
Minimum,2669,75.24,,
Minimum,2670,73.75,,
Minimum,2671,76.35,,
Minimum,2672,74.12,,
Minimum,2673,76.74,,
Minimum,2674,76.58,,
Minimum,2675,74.25,,
Minimum,2676,75.1,,
Minimum,2677,77.42,,
Minimum,2678,75.99,,
Minimum,2679,75.45,,
Minimum,2680,75.28,,
Minimum,2681,75.95,,
Minimum,2682,75.02,,
Minimum,2683,77.3,,
Minimum,2684,75.57,,
Minimum,2685,76.09,,
Minimum,2686,75.6,,
Minimum,2687,74.63,,
Minimum,2688,75.72,,
Minimum,2689,75.83,,
Minimum,2690,76.1,,
Minimum,2691,75.2,,
Minimum,2692,76.06,,
Minimum,2693,76.25,,
Minimum,2694,74.9,,
Minimum,2695,76.22,,
Minimum,2696,74.99,,
Minimum,2697,74.76,,
Minimum,2698,76.25,,
Minimum,2699,76.12,,
Minimum,2700,75.78,,
Minimum,2701,76.28,,
Minimum,2702,75.21,,
Minimum,2703,75.62,,
Minimum,2704,75.51,,
Minimum,2705,74.62,,
Minimum,2706,77.96,,
Minimum,2707,75.01,,
Minimum,2708,77.37,,
Minimum,2709,75.15,,
Minimum,2710,74.86,,
Minimum,2711,75.25,,
Minimum,2712,76.76,,
Minimum,2713,75.27,,
Minimum,2714,75.67,,
Minimum,2715,75.85,,
Minimum,2716,76.47,,
Minimum,2717,73.78,,
Minimum,2718,75.73,,
Minimum,2719,74.65,,
Minimum,2720,76.72,,
Minimum,2721,75.38,,
Minimum,2722,76.76,,
Minimum,2723,74.3,,
Minimum,2724,75.64,,
Minimum,2725,74.76,,
Minimum,2726,76.11,,
Minimum,2727,75.92,,
Minimum,2728,75.85,,
Minimum,2729,75.81,,
Minimum,2730,75.85,,
Minimum,2731,74.74,,
Minimum,2732,76.26,,
Minimum,2733,76.46,,
Minimum,2734,75.5,,
Minimum,2735,75.07,,
Minimum,2736,74.79,,
Minimum,2737,75.15,,
Minimum,2738,75.68,,
Minimum,2739,75.24,,
Minimum,2740,75.69,,
Minimum,2741,75.36,,
Minimum,2742,74.75,,
Minimum,2743,75.35,,
Minimum,2744,75.8,,
Minimum,2745,75.46,,
Minimum,2746,76.64,,
Minimum,2747,74.72,,
Minimum,2748,75.85,,
Minimum,2749,74.58,,
Minimum,2750,75.65,,
Minimum,2751,78.92,,
Minimum,2752,76.78,,
Minimum,2753,77.64,,
Minimum,2754,77.78,,
Minimum,2755,76.78,,
Minimum,2756,77.31,,
Minimum,2757,77.44,,
Minimum,2758,77.64,,
Minimum,2759,76.65,,
Minimum,2760,77.28,,
Minimum,2761,80.29,,
Minimum,2762,77.49,,
Minimum,2763,76.46,,
Minimum,2764,76.53,,
Minimum,2765,77.47,,
Minimum,2766,77.66,,
Minimum,2767,75.56,,
Minimum,2768,77.41,,
Minimum,2769,76.21,,
Minimum,2770,78.01,,
Minimum,2771,77.22,,
Minimum,2772,76.24,,
Minimum,2773,77.42,,
Minimum,2774,76.92,,
Minimum,2775,76.86,,
Minimum,2776,75.19,,
Minimum,2777,78.05,,
Minimum,2778,76.33,,
Minimum,2779,77.94,,
Minimum,2780,76.65,,
Minimum,2781,76.5,,
Minimum,2782,77.41,,
Minimum,2783,77.96,,
Minimum,2784,76.17,,
Minimum,2785,76.87,,
Minimum,2786,77.25,,
Minimum,2787,76.04,,
Minimum,2788,78.24,,
Minimum,2789,77.23,,
Minimum,2790,78.24,,
Minimum,2791,77.05,,
Minimum,2792,76.94,,
Minimum,2793,77.19,,
Minimum,2794,77.23,,
Minimum,2795,74.97,,
Minimum,2796,77.01,,
Minimum,2797,77.51,,
Minimum,2798,76.85,,
Minimum,2799,76.59,,
Minimum,2800,77.87,,
Minimum,2801,76.01,,
Minimum,2802,77.84,,
Minimum,2803,77.37,,
Minimum,2804,77.91,,
Minimum,2805,77.52,,
Minimum,2806,76.85,,
Minimum,2807,77.51,,
Minimum,2808,76.85,,
Minimum,2809,77.59,,
Minimum,2810,77.09,,
Minimum,2811,76.79,,
Minimum,2812,77.09,,
Minimum,2813,77.7,,
Minimum,2814,76.84,,
Minimum,2815,76.65,,
Minimum,2816,78.12,,
Minimum,2817,77.06,,
Minimum,2818,78.32,,
Minimum,2819,77.39,,
Minimum,2820,77.2,,
Minimum,2821,75.6,,
Minimum,2822,75.69,,
Minimum,2823,77.04,,
Minimum,2824,75.38,,
Minimum,2825,76.96,,
Minimum,2826,74.14,,
Minimum,2827,76.63,,
Minimum,2828,76.1,,
Minimum,2829,78.34,,
Minimum,2830,74.94,,
Minimum,2831,76.68,,
Minimum,2832,75.87,,
Minimum,2833,75.46,,
Minimum,2834,75.63,,
Minimum,2835,75.17,,
Minimum,2836,77.76,,
Minimum,2837,76.28,,
Minimum,2838,77.44,,
Minimum,2839,78.65,,
Minimum,2840,76.21,,
Minimum,2841,76.09,,
Minimum,2842,76.82,,
Minimum,2843,77.15,,
Minimum,2844,76.44,,
Minimum,2845,75.92,,
Minimum,2846,76.94,,
Minimum,2847,77.55,,
Minimum,2848,75.46,,
Minimum,2849,77.02,,
Minimum,2850,76.03,,
Minimum,2851,75.39,,
Minimum,2852,76.23,,
Minimum,2853,74.7,,
Minimum,2854,74.59,,
Minimum,2855,75.66,,
Minimum,2856,74.56,,
Minimum,2857,75.28,,
Minimum,2858,74.62,,
Minimum,2859,75.16,,
Minimum,2860,75.38,,
Minimum,2861,75.8,,
Minimum,2862,76.58,,
Minimum,2863,74.84,,
Minimum,2864,75.69,,
Minimum,2865,74.1,,
Minimum,2866,76.65,,
Minimum,2867,74.56,,
Minimum,2868,78.69,,
Minimum,2869,76.22,,
Minimum,2870,75.13,,
Minimum,2871,74.97,,
Minimum,2872,76.76,,
Minimum,2873,76.95,,
Minimum,2874,74.82,,
Minimum,2875,76.47,,
Minimum,2876,74.55,,
Minimum,2877,76.72,,
Minimum,2878,75.99,,
Minimum,2879,75.76,,
Minimum,2880,75.35,,
Minimum,2881,74.95,,
Minimum,2882,74.38,,
Minimum,2883,76.23,,
Minimum,2884,75,,
Minimum,2885,75.39,,
Minimum,2886,75.52,,
Minimum,2887,75.36,,
Minimum,2888,74.97,,
Minimum,2889,75.58,,
Minimum,2890,74.94,,
Minimum,2891,76.18,,
Minimum,2892,75.24,,
Minimum,2893,74.36,,
Minimum,2894,74.57,,
Minimum,2895,76.51,,
Minimum,2896,75.55,,
Minimum,2897,75.97,,
Minimum,2898,75.35,,
Minimum,2899,75.31,,
Minimum,2900,77.66,,
Minimum,2901,75.36,,
Minimum,2902,75.87,,
Minimum,2903,75.31,,
Minimum,2904,74.97,,
Minimum,2905,76.15,,
Minimum,2906,74.82,,
Minimum,2907,77.06,,
Minimum,2908,76.27,,
Minimum,2909,73.38,,
Minimum,2910,77.08,,
Minimum,2911,74.92,,
Minimum,2912,75.52,,
Minimum,2913,74.18,,
Minimum,2914,74.99,,
Minimum,2915,74.87,,
Minimum,2916,76.52,,
Minimum,2917,76.07,,
Minimum,2918,74.68,,
Minimum,2919,75.27,,
Minimum,2920,75.61,,
Minimum,2921,75.04,,
Minimum,2922,75.7,,
Minimum,2923,73.92,,
Minimum,2924,76.31,,
Minimum,2925,75.21,,
Minimum,2926,75.79,,
Minimum,2927,76.78,,
Minimum,2928,75.19,,
Minimum,2929,74.83,,
Minimum,2930,76.52,,
Minimum,2931,75.47,,
Minimum,2932,74.13,,
Minimum,2933,75.48,,
Minimum,2934,75.78,,
Minimum,2935,74.12,,
Minimum,2936,75.58,,
Minimum,2937,75.93,,
Minimum,2938,75.29,,
Minimum,2939,75.66,,
Minimum,2940,74.89,,
Minimum,2941,75.19,,
Minimum,2942,76.39,,
Minimum,2943,75.29,,
Minimum,2944,74.73,,
Minimum,2945,74.66,,
Minimum,2946,76.91,,
Minimum,2947,77.28,,
Minimum,2948,74.36,,
Minimum,2949,75.21,,
Minimum,2950,75.79,,
Minimum,2951,77.03,,
Minimum,2952,76.38,,
Minimum,2953,78.36,,
Minimum,2954,76.69,,
Minimum,2955,77.51,,
Minimum,2956,77.81,,
Minimum,2957,76.88,,
Minimum,2958,77.01,,
Minimum,2959,77.23,,
Minimum,2960,77.53,,
Minimum,2961,76.31,,
Minimum,2962,74.86,,
Minimum,2963,77.79,,
Minimum,2964,76.82,,
Minimum,2965,76.29,,
Minimum,2966,78.16,,
Minimum,2967,76.23,,
Minimum,2968,77.29,,
Minimum,2969,77.66,,
Minimum,2970,76.37,,
Minimum,2971,76.07,,
Minimum,2972,76.71,,
Minimum,2973,76.91,,
Minimum,2974,77.29,,
Minimum,2975,76.18,,
Minimum,2976,77.68,,
Minimum,2977,76.18,,
Minimum,2978,77.05,,
Minimum,2979,77.31,,
Minimum,2980,76.38,,
Minimum,2981,79.16,,
Minimum,2982,77.22,,
Minimum,2983,77.56,,
Minimum,2984,77.63,,
Minimum,2985,79.09,,
Minimum,2986,76.94,,
Minimum,2987,77.64,,
Minimum,2988,76.33,,
Minimum,2989,77.38,,
Minimum,2990,76.16,,
Minimum,2991,78,,
Minimum,2992,76.6,,
Minimum,2993,76.55,,
Minimum,2994,75.64,,
Minimum,2995,78.4,,
Minimum,2996,74.82,,
Minimum,2997,77.69,,
Minimum,2998,76.1,,
Minimum,2999,74.77,,
Minimum,3000,76.39,,
Minimum,3001,76.78,,
Minimum,3002,74.43,,
Minimum,3003,75.97,,
Minimum,3004,74.24,,
Minimum,3005,76.12,,
Minimum,3006,74.88,,
Minimum,3007,76.32,,
Minimum,3008,75.06,,
Minimum,3009,76.81,,
Minimum,3010,76.5,,
Minimum,3011,78.13,,
Minimum,3012,76.13,,
Minimum,3013,76.5,,
Minimum,3014,79,,
Minimum,3015,77.26,,
Minimum,3016,76.54,,
Minimum,3017,76.08,,
Minimum,3018,77.36,,
Minimum,3019,76.44,,
Minimum,3020,77.44,,
Minimum,3021,76.92,,
Minimum,3022,76.41,,
Minimum,3023,77.82,,
Minimum,3024,78.95,,
Minimum,3025,77.04,,
Minimum,3026,78.05,,
Minimum,3027,77.79,,
Minimum,3028,77.38,,
Minimum,3029,76.17,,
Minimum,3030,76.62,,
Minimum,3031,77.8,,
Minimum,3032,77.66,,
Minimum,3033,76.65,,
Minimum,3034,76.76,,
Minimum,3035,76.53,,
Minimum,3036,75.79,,
Minimum,3037,75.77,,
Minimum,3038,75,,
Minimum,3039,76.71,,
Minimum,3040,74.32,,
Minimum,3041,76.12,,
Minimum,3042,75.78,,
Minimum,3043,73.67,,
Minimum,3044,76.28,,
Minimum,3045,73.93,,
Minimum,3046,77.17,,
Minimum,3047,74.48,,
Minimum,3048,76.35,,
Minimum,3049,74.88,,
Minimum,3050,76.06,,
Minimum,3051,74.95,,
Minimum,3052,73.86,,
Minimum,3053,76.78,,
Minimum,3054,74.26,,
Minimum,3055,76.15,,
Minimum,3056,75.92,,
Minimum,3057,75.43,,
Minimum,3058,75.31,,
Minimum,3059,74.98,,
Minimum,3060,75.19,,
Minimum,3061,75.23,,
Minimum,3062,76.37,,
Minimum,3063,77.26,,
Minimum,3064,75.41,,
